,Z1_ActualPosition,X1_OutputCurrent,M1_sequence_number,S1_ActualPosition,Y1_OutputCurrent,S1_OutputCurrent,M1_CURRENT_FEEDRATE,X1_DCBusVoltage,X1_OutputVoltage,clamp_pressure,Y1_DCBusVoltage,Y1_OutputVoltage
18282,29.7,327.0,30.0,1730.0,326.0,321.0,3.0,0.0678,9.43,3.0,0.0832,9.86
6307,29.7,325.0,28.0,-283.0,324.0,317.0,6.0,0.0935,12.8,4.0,0.0995,11.4
8993,28.7,324.0,59.0,1440.0,323.0,321.0,12.0,0.0456,14.1,4.0,0.0238,1.25
10905,55.5,329.0,2.0,136.0,328.0,330.0,50.0,0.0455,11.9,4.0,0.0292,4.78
18011,29.7,327.0,29.0,1650.0,325.0,321.0,3.0,0.0811,9.08,3.0,0.0221,2.49
18283,29.7,327.0,30.0,1730.0,325.0,321.0,3.0,0.0979,8.78,3.0,0.0639,7.96
13772,27.5,327.0,2.0,1190.0,326.0,324.0,3.0,0.0917,10.3,3.0,0.0727,6.77
18254,28.7,327.0,84.0,2140.0,325.0,322.0,3.0,0.051,2.08,3.0,0.112,9.26
20445,119.0,330.0,0.0,-273.0,329.0,330.0,50.0,0.0206,1.79,3.0,0.0189,0.905
1458,119.0,324.0,0.0,905.0,326.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
175,29.5,325.0,29.0,403.0,324.0,320.0,6.0,0.0915,15.8,4.0,0.0188,2.09
9449,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0523,2.54,4.0,0.0225,0.112
6227,28.7,325.0,78.0,2000.0,324.0,320.0,6.0,0.0503,2.27,4.0,0.0524,12.6
18349,29.7,327.0,37.0,-2110.0,326.0,322.0,3.0,0.067,9.18,3.0,0.102,10.5
439,28.5,326.0,63.0,1820.0,324.0,322.0,6.0,0.0395,3.51,4.0,0.116,14.7
4500,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.02,2.17,2.5,0.0268,6.38
8214,119.0,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0184,3.47,4.0,0.0201,2.7
9016,119.0,327.0,0.0,383.0,326.0,327.0,50.0,0.0196,1.16,4.0,0.0182,0.69
9972,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.027,0.35,4.0,0.0213,0.496
4127,29.5,326.0,29.0,1150.0,325.0,316.0,6.0,0.0858,13.1,3.0,0.0177,1.91
13497,28.5,327.0,79.0,1710.0,325.0,318.0,3.0,0.0586,3.19,3.0,0.0976,10.2
17167,28.7,327.0,63.0,171.0,326.0,317.0,3.0,0.0962,8.97,3.0,0.0849,8.14
7067,119.0,327.0,0.0,-1220.0,327.0,328.0,20.0,0.0191,1.04,4.0,0.0215,1.26
19871,44.6,326.0,52.0,-428.0,324.0,322.0,50.0,0.036,6.67,3.0,0.0239,0.943
7288,29.7,324.0,35.0,630.0,323.0,319.0,20.0,0.121,31.7,4.0,0.0521,4.0
24640,27.7,327.0,124.0,1770.0,326.0,324.0,3.0,0.0481,4.42,2.5,0.103,9.59
17855,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.0563,6.27,3.0,0.0294,2.3
14984,28.7,327.0,84.0,146.0,326.0,319.0,3.0,0.0651,0.509,4.0,0.0601,9.03
18522,27.7,327.0,112.0,353.0,326.0,319.0,3.0,0.0862,10.2,3.0,0.0194,1.9
18561,29.7,327.0,37.0,-2050.0,326.0,321.0,3.0,0.0515,5.14,3.0,0.055,13.3
3863,55.5,329.0,0.0,1550.0,328.0,329.0,50.0,0.062,4.01,3.0,0.0245,3.24
17152,29.7,327.0,34.0,1850.0,326.0,321.0,3.0,0.0923,10.8,3.0,0.0206,3.3
14997,29.7,327.0,46.0,1100.0,326.0,324.0,3.0,0.101,9.92,4.0,0.044,3.05
1408,27.5,327.0,130.0,2080.0,325.0,322.0,20.0,0.038,3.37,4.0,0.123,15.8
2009,119.0,329.0,0.0,220.0,328.0,329.0,6.0,0.0207,3.75,4.0,0.0139,2.31
17125,29.5,327.0,95.0,-1330.0,326.0,319.0,3.0,0.0253,1.55,3.0,0.0169,1.44
24075,27.7,327.0,120.0,1460.0,326.0,323.0,3.0,0.0733,7.89,2.5,0.103,7.62
2881,29.5,326.0,24.0,780.0,325.0,319.0,6.0,0.107,15.0,3.0,0.0933,6.85
3607,119.0,330.0,2.0,339.0,328.0,330.0,6.0,0.0242,1.22,3.0,0.0162,2.83
22708,27.5,327.0,122.0,-524.0,326.0,324.0,3.0,0.0905,10.4,2.5,0.0731,7.4
9959,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0212,1.02,4.0,0.0181,2.62
20024,119.0,330.0,0.0,2150.0,329.0,330.0,50.0,0.0174,0.532,3.0,0.0173,1.54
24567,28.7,327.0,61.0,392.0,326.0,319.0,3.0,0.0979,5.3,2.5,0.0971,9.96
15065,29.7,327.0,22.0,-1220.0,325.0,322.0,3.0,0.101,11.3,4.0,0.122,8.34
388,28.5,326.0,55.0,1540.0,325.0,317.0,6.0,0.0971,13.3,4.0,0.0242,1.43
17261,29.7,327.0,47.0,-944.0,325.0,320.0,3.0,0.0623,7.7,3.0,0.0893,10.2
15496,27.7,327.0,109.0,2080.0,326.0,323.0,3.0,0.0533,3.63,4.0,0.102,11.7
19463,27.7,326.0,118.0,-1660.0,325.0,317.0,6.0,0.0922,13.2,3.0,0.13,7.41
13455,27.5,326.0,126.0,1660.0,325.0,321.0,3.0,0.041,6.09,3.0,0.143,11.8
13257,32.0,327.0,96.0,-1280.0,326.0,318.0,3.0,0.022,0.542,3.0,0.0142,1.49
8699,27.7,324.0,123.0,-1240.0,322.0,316.0,12.0,0.0596,3.6,4.0,0.139,22.7
24368,28.7,327.0,78.0,1970.0,325.0,318.0,3.0,0.0995,5.29,2.5,0.0972,9.29
7339,28.7,324.0,65.0,1120.0,323.0,319.0,20.0,0.126,33.2,4.0,0.0781,6.92
17252,28.7,327.0,62.0,85.5,325.0,319.0,3.0,0.0654,3.05,3.0,0.115,9.84
7314,55.7,328.0,0.0,-2050.0,326.0,327.0,50.0,0.0523,1.74,4.0,0.0189,0.896
10130,29.5,327.0,22.0,-1170.0,326.0,320.0,3.0,0.0717,8.09,4.0,0.0814,9.49
21815,28.5,327.0,2.0,-1820.0,326.0,319.0,3.0,0.0941,7.76,2.5,0.106,8.8
1652,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10017,29.5,327.0,35.0,57.6,325.0,323.0,3.0,0.0912,10.1,4.0,0.0544,4.37
7887,119.0,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0168,0.856,4.0,0.0205,0.817
1465,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
12460,27.5,327.0,128.0,1870.0,325.0,323.0,3.0,0.0649,8.47,3.0,0.0436,5.63
22743,27.5,327.0,119.0,-817.0,326.0,323.0,3.0,0.0465,2.24,2.5,0.0702,9.05
9881,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0212,1.02,4.0,0.0181,2.62
3852,27.5,326.0,111.0,595.0,325.0,317.0,6.0,0.103,13.9,3.0,0.0222,2.06
10803,27.5,327.0,111.0,-1700.0,326.0,318.0,3.0,0.07,6.62,4.0,0.0224,1.1
23294,27.7,327.0,112.0,557.0,326.0,323.0,3.0,0.0953,10.4,2.5,0.0256,1.17
305,29.5,326.0,43.0,1100.0,324.0,317.0,6.0,0.0605,0.775,4.0,0.121,9.01
18105,28.7,327.0,77.0,1520.0,326.0,320.0,3.0,0.102,5.19,3.0,0.105,9.49
25025,27.7,327.0,110.0,424.0,326.0,320.0,3.0,0.0516,2.06,2.5,0.0855,9.13
156,29.5,325.0,27.0,302.0,324.0,319.0,6.0,0.0538,4.26,4.0,0.105,15.8
12646,29.5,327.0,37.0,-2000.0,326.0,323.0,3.0,0.0612,8.25,3.0,0.0812,9.62
24129,29.7,327.0,39.0,-1300.0,326.0,323.0,3.0,0.0713,9.41,2.5,0.0729,8.07
13558,27.5,327.0,123.0,1430.0,325.0,322.0,3.0,0.0513,7.06,3.0,0.109,11.5
15165,28.7,327.0,68.0,-1500.0,325.0,323.0,3.0,0.0496,3.25,4.0,0.116,9.82
24917,27.7,327.0,121.0,1530.0,326.0,324.0,3.0,0.101,10.9,2.5,0.081,5.81
24678,31.5,328.0,7.0,455.0,326.0,329.0,50.0,0.109,30.0,2.5,0.153,47.3
121,29.5,325.0,23.0,115.0,324.0,321.0,6.0,0.103,13.5,4.0,0.0764,7.54
21822,28.5,327.0,61.0,-1780.0,326.0,317.0,3.0,0.075,3.93,2.5,0.124,10.4
20032,29.7,327.0,45.0,-545.0,326.0,324.0,6.0,0.105,14.9,3.0,0.0336,2.16
9087,27.7,324.0,129.0,-1060.0,323.0,317.0,12.0,0.0601,3.78,4.0,0.21,5.02
17492,27.7,327.0,117.0,587.0,326.0,319.0,3.0,0.0665,7.27,3.0,0.11,9.91
2050,27.5,326.0,103.0,1520.0,325.0,318.0,20.0,0.0216,1.31,4.0,0.0156,1.76
24296,27.7,327.0,128.0,-2050.0,326.0,320.0,3.0,0.11,10.6,2.5,0.0444,2.22
21832,28.5,327.0,57.0,2080.0,326.0,322.0,3.0,0.0928,7.85,2.5,0.074,10.2
11715,28.5,327.0,81.0,-165.0,326.0,319.0,3.0,0.0989,9.95,4.0,0.0871,7.63
21132,27.5,327.0,128.0,4.51,326.0,320.0,3.0,0.0763,8.48,2.5,0.0441,2.77
12383,28.5,327.0,2.0,283.0,326.0,324.0,3.0,0.0545,6.05,3.0,0.115,7.41
19263,119.0,330.0,0.0,2150.0,329.0,330.0,50.0,0.0221,1.01,3.0,0.0169,0.685
17810,29.7,327.0,25.0,1170.0,325.0,323.0,3.0,0.076,6.33,3.0,0.0915,9.89
19216,119.0,330.0,0.0,2150.0,328.0,330.0,50.0,0.0256,2.62,3.0,0.0155,1.82
943,27.5,325.0,120.0,211.0,324.0,322.0,6.0,0.0487,7.65,4.0,0.109,13.2
6301,29.7,325.0,2.0,-315.0,324.0,318.0,6.0,0.0594,4.69,4.0,0.0941,12.6
6678,27.7,327.0,0.0,275.0,326.0,327.0,50.0,0.0292,2.92,4.0,0.0448,4.23
5986,29.7,325.0,20.0,-704.0,323.0,321.0,6.0,0.0917,11.8,4.0,0.0524,9.52
21273,28.5,327.0,59.0,-2010.0,326.0,323.0,3.0,0.0944,8.26,2.5,0.0923,9.35
11446,27.5,327.0,98.0,1130.0,326.0,324.0,3.0,0.0819,8.39,4.0,0.0489,6.52
14598,27.7,327.0,111.0,-1950.0,325.0,317.0,3.0,0.0988,10.1,4.0,0.02,1.51
18765,29.7,327.0,45.0,-1290.0,325.0,322.0,3.0,0.0885,11.5,3.0,0.0697,5.43
6780,29.7,323.0,40.0,-797.0,322.0,320.0,20.0,0.0718,17.6,4.0,0.149,29.6
21392,55.7,330.0,0.0,-1720.0,329.0,330.0,50.0,0.0244,1.43,2.5,0.0262,1.24
2921,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0252,1.65,3.0,0.0177,0.769
22506,29.5,327.0,27.0,-507.0,326.0,321.0,3.0,0.0655,4.18,2.5,0.118,10.6
1584,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
2908,119.0,330.0,0.0,339.0,328.0,329.0,6.0,0.0207,1.26,3.0,0.014,4.86
3121,28.5,326.0,87.0,-462.0,325.0,317.0,6.0,0.0939,13.5,3.0,0.041,1.31
24427,27.9,327.0,96.0,-877.0,326.0,323.0,3.0,0.0266,2.16,2.5,0.0154,2.27
2000,119.0,329.0,0.0,220.0,328.0,329.0,50.0,0.0428,2.04,4.0,0.0149,1.94
18014,27.7,327.0,2.0,849.0,326.0,318.0,3.0,0.108,6.74,3.0,0.117,9.64
12413,29.5,327.0,35.0,-2080.0,325.0,323.0,3.0,0.101,12.0,3.0,0.0175,1.99
18467,28.7,327.0,75.0,1280.0,325.0,323.0,3.0,0.0898,10.4,3.0,0.127,10.4
21211,29.5,327.0,47.0,1580.0,325.0,323.0,3.0,0.0979,8.27,2.5,0.0975,11.4
24238,27.7,327.0,128.0,-1970.0,326.0,320.0,3.0,0.0869,9.4,2.5,0.0455,2.99
18771,29.7,327.0,21.0,561.0,325.0,320.0,3.0,0.0903,8.49,3.0,0.0832,5.0
482,28.5,326.0,65.0,2050.0,324.0,323.0,6.0,0.0924,12.0,4.0,0.0687,9.8
22066,28.5,327.0,2.0,9.56,325.0,322.0,3.0,0.082,10.8,2.5,0.0877,7.79
13667,30.2,327.0,14.0,138.0,325.0,316.0,3.0,0.0351,2.61,3.0,0.0238,0.902
5421,28.7,325.0,76.0,1870.0,324.0,321.0,6.0,0.1,16.0,4.0,0.0598,3.28
5535,28.7,325.0,72.0,1780.0,323.0,321.0,6.0,0.0495,1.5,4.0,0.108,13.9
4112,27.5,327.0,124.0,1210.0,325.0,323.0,6.0,0.0461,2.3,3.0,0.134,15.2
17934,119.0,330.0,0.0,42.0,329.0,329.0,50.0,0.0266,1.63,3.0,0.0207,3.5
17437,28.7,327.0,81.0,1890.0,326.0,316.0,3.0,0.0699,8.64,3.0,0.0907,5.41
24263,29.7,327.0,35.0,-1830.0,326.0,319.0,3.0,0.0816,9.2,2.5,0.075,3.73
19813,29.7,327.0,42.0,-796.0,326.0,324.0,6.0,0.05,3.26,3.0,0.125,11.0
953,27.5,326.0,120.0,265.0,324.0,322.0,6.0,0.0658,12.5,4.0,0.0789,6.19
23415,29.7,327.0,35.0,-1890.0,326.0,320.0,3.0,0.0652,8.08,2.5,0.0686,6.14
21969,29.5,327.0,45.0,1410.0,326.0,323.0,3.0,0.053,7.5,2.5,0.0357,4.39
4702,119.0,329.0,0.0,339.0,327.0,329.0,50.0,0.0211,2.67,2.5,0.0152,0.401
5644,29.7,324.0,15.0,-908.0,323.0,318.0,6.0,0.0971,11.8,4.0,0.149,12.0
15996,29.7,327.0,48.0,1300.0,326.0,323.0,3.0,0.0423,3.41,4.0,0.106,10.6
8331,28.7,324.0,68.0,-961.0,323.0,315.0,15.0,0.0578,4.23,4.0,0.167,25.6
921,27.5,326.0,117.0,93.9,325.0,322.0,6.0,0.0963,13.1,4.0,0.0504,3.89
6655,119.0,328.0,0.0,306.0,326.0,327.0,50.0,0.0249,1.67,4.0,0.0134,1.06
9090,40.8,323.0,131.0,-1040.0,322.0,316.0,50.0,0.0561,3.3,4.0,0.0209,1.98
14548,119.0,330.0,0.0,-2060.0,328.0,330.0,50.0,0.0213,1.09,4.0,0.0168,2.21
4629,119.0,329.0,0.0,339.0,327.0,329.0,50.0,0.023,0.464,2.5,0.0285,0.536
13673,29.5,327.0,2.0,-1690.0,326.0,322.0,3.0,0.0581,8.54,3.0,0.0755,7.18
9905,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0212,1.02,4.0,0.0181,2.62
24043,29.7,327.0,27.0,1730.0,325.0,322.0,3.0,0.0387,5.34,2.5,0.0881,10.2
21489,28.5,327.0,83.0,276.0,326.0,318.0,3.0,0.0779,5.69,2.5,0.0772,11.1
18355,28.7,327.0,62.0,-74.5,326.0,320.0,3.0,0.116,8.69,3.0,0.106,7.62
5548,27.7,325.0,124.0,-165.0,324.0,316.0,6.0,0.062,1.87,4.0,0.0733,15.8
8625,27.7,324.0,2.0,-1850.0,323.0,321.0,12.0,0.11,17.6,4.0,0.114,17.7
22121,27.5,327.0,104.0,1980.0,326.0,323.0,3.0,0.0488,3.08,2.5,0.119,11.2
21964,29.5,327.0,32.0,41.7,326.0,324.0,3.0,0.0435,6.01,2.5,0.151,12.0
893,27.5,326.0,113.0,-55.8,324.0,322.0,6.0,0.0673,7.28,4.0,0.133,15.2
18665,55.7,330.0,0.0,2120.0,329.0,330.0,50.0,0.0507,3.11,3.0,0.0291,4.29
21819,28.5,327.0,61.0,-1800.0,326.0,316.0,3.0,0.105,7.71,2.5,0.108,11.0
5813,27.7,325.0,119.0,-453.0,324.0,321.0,6.0,0.0714,4.85,4.0,0.105,13.9
16369,27.7,327.0,101.0,1310.0,326.0,323.0,3.0,0.101,10.1,4.0,0.0639,7.41
24462,119.0,330.0,0.0,455.0,329.0,330.0,20.0,0.0201,0.86,2.5,0.0192,2.61
12662,28.5,327.0,69.0,848.0,326.0,323.0,3.0,0.0953,10.8,3.0,0.0994,8.36
24751,29.7,327.0,33.0,-2020.0,326.0,320.0,3.0,0.0904,10.3,2.5,0.0165,3.61
6354,27.7,325.0,112.0,-800.0,324.0,322.0,6.0,0.0894,13.3,4.0,0.0203,1.03
15205,28.7,327.0,61.0,2130.0,326.0,318.0,3.0,0.0902,8.55,4.0,0.0724,6.3
24697,119.0,330.0,0.0,455.0,329.0,330.0,20.0,0.0172,0.427,2.5,0.0173,0.834
11455,28.5,327.0,55.0,1740.0,326.0,317.0,3.0,0.1,8.64,4.0,0.0184,0.87
18321,119.0,330.0,0.0,42.0,328.0,330.0,50.0,0.0272,1.37,3.0,0.021,1.9
10267,30.4,327.0,96.0,939.0,326.0,324.0,3.0,0.0423,5.25,4.0,0.0211,0.883
1281,119.0,325.0,2.0,905.0,327.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
24953,29.7,327.0,42.0,-1110.0,325.0,323.0,3.0,0.0426,5.1,2.5,0.0855,9.02
11689,28.5,326.0,76.0,-677.0,325.0,321.0,3.0,0.0682,9.1,4.0,0.0649,6.7
21333,28.5,327.0,87.0,916.0,325.0,323.0,3.0,0.0736,5.49,2.5,0.101,8.21
10931,27.5,327.0,125.0,-545.0,326.0,319.0,3.0,0.0755,1.72,4.0,0.0479,6.22
14575,29.7,326.0,34.0,-158.0,325.0,322.0,3.0,0.104,11.9,4.0,0.116,8.68
14511,27.7,327.0,109.0,-2140.0,325.0,322.0,3.0,0.0519,2.03,4.0,0.1,10.7
850,27.5,326.0,108.0,-285.0,324.0,322.0,6.0,0.0506,4.13,4.0,0.162,16.6
18652,28.7,327.0,67.0,641.0,326.0,321.0,3.0,0.0561,3.39,3.0,0.0912,11.1
13163,27.5,326.0,126.0,1710.0,325.0,317.0,3.0,0.102,7.41,3.0,0.0978,9.6
18129,27.7,327.0,128.0,1720.0,326.0,324.0,3.0,0.105,9.83,3.0,0.0437,1.92
4091,27.5,327.0,103.0,-243.0,325.0,320.0,6.0,0.0551,3.58,3.0,0.104,14.4
19334,27.7,326.0,122.0,-1480.0,325.0,322.0,6.0,0.0859,14.3,3.0,0.0742,6.91
17732,119.0,330.0,0.0,42.0,328.0,330.0,50.0,0.02,1.23,3.0,0.0311,1.5
12518,29.5,327.0,40.0,-1610.0,326.0,323.0,3.0,0.0727,9.42,3.0,0.0784,7.59
11571,119.0,330.0,0.0,-1960.0,328.0,330.0,50.0,0.0208,1.51,4.0,0.0236,0.908
9962,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0202,2.41,4.0,0.0187,1.75
6236,27.7,325.0,121.0,-245.0,324.0,317.0,6.0,0.0877,13.5,4.0,0.141,8.98
5654,29.7,325.0,42.0,400.0,324.0,320.0,6.0,0.0451,5.45,4.0,0.0686,14.9
8949,27.7,324.0,127.0,-1140.0,323.0,317.0,12.0,0.0922,21.2,4.0,0.0204,0.81
24455,119.0,330.0,2.0,455.0,328.0,330.0,20.0,0.0247,4.33,2.5,0.0144,1.76
15485,31.4,327.0,54.0,1520.0,326.0,322.0,3.0,0.021,1.19,4.0,0.0237,4.3
22441,29.8,328.0,54.0,1890.0,326.0,323.0,3.0,0.0275,2.19,2.5,0.0222,2.57
8112,28.7,324.0,2.0,-780.0,323.0,315.0,15.0,0.115,20.7,4.0,0.115,19.6
1011,27.5,326.0,128.0,574.0,325.0,321.0,6.0,0.0856,14.8,4.0,0.0324,2.62
17837,29.7,327.0,28.0,1420.0,325.0,320.0,3.0,0.0644,8.2,3.0,0.119,9.23
736,27.5,325.0,2.0,-893.0,324.0,316.0,6.0,0.112,14.7,4.0,0.0153,1.01
24850,28.7,327.0,87.0,-1260.0,326.0,319.0,3.0,0.111,5.29,2.5,0.0417,2.14
8975,34.0,325.0,55.0,1350.0,324.0,321.0,12.0,0.0189,0.896,4.0,0.0208,0.798
20522,119.0,330.0,0.0,-273.0,329.0,330.0,50.0,2.78e-19,0.0,3.0,2.78e-19,0.0
17679,29.7,327.0,38.0,-1990.0,325.0,323.0,3.0,0.034,7.49,3.0,0.122,12.1
16903,27.7,327.0,109.0,0.655,326.0,321.0,3.0,0.0578,5.33,3.0,0.0682,9.27
3623,27.5,327.0,130.0,1470.0,325.0,323.0,6.0,0.0462,5.55,3.0,0.0849,13.8
2897,27.5,326.0,118.0,787.0,325.0,321.0,6.0,0.088,12.8,3.0,0.0597,3.03
4791,29.5,323.0,16.0,-1490.0,322.0,319.0,20.0,0.0953,19.3,3.0,0.155,28.5
7190,27.7,323.0,2.0,1870.0,323.0,320.0,20.0,0.121,32.4,4.0,0.0189,1.93
14935,28.7,327.0,63.0,-2010.0,325.0,319.0,3.0,0.0568,2.77,4.0,0.102,9.63
10818,29.5,327.0,26.0,-796.0,325.0,317.0,3.0,0.0759,4.69,4.0,0.0928,9.33
9901,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0212,1.02,4.0,0.0181,2.62
11499,28.5,327.0,59.0,1910.0,326.0,320.0,3.0,0.0659,8.23,4.0,0.0201,0.243
21812,27.5,327.0,105.0,-2090.0,326.0,324.0,3.0,0.0644,11.7,2.5,0.0842,4.05
21737,29.5,327.0,20.0,-1160.0,326.0,320.0,3.0,0.0893,3.66,2.5,0.0857,6.18
6411,36.4,325.0,55.0,816.0,324.0,319.0,6.0,0.0207,1.6,4.0,0.017,2.74
13517,27.5,327.0,96.0,-1120.0,325.0,317.0,3.0,0.0504,2.77,3.0,0.0168,0.347
6085,29.7,325.0,39.0,309.0,324.0,318.0,6.0,0.0966,13.3,4.0,0.0786,7.74
7986,28.7,324.0,84.0,-646.0,322.0,315.0,15.0,0.0495,0.811,4.0,0.162,26.3
1039,27.5,326.0,128.0,723.0,324.0,321.0,6.0,0.0921,10.6,4.0,0.11,14.0
21476,27.5,327.0,128.0,-48.8,326.0,319.0,3.0,0.084,10.4,2.5,0.0479,1.51
11448,27.5,327.0,98.0,1140.0,326.0,324.0,3.0,0.0577,7.6,4.0,0.0581,6.34
18373,29.7,327.0,2.0,865.0,326.0,317.0,3.0,0.0977,8.78,3.0,0.105,7.02
14931,28.7,327.0,63.0,-2040.0,325.0,317.0,3.0,0.0571,1.6,4.0,0.12,11.1
4394,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0216,1.58,2.5,0.0154,0.433
15413,29.7,327.0,40.0,419.0,326.0,324.0,3.0,0.0616,8.11,4.0,0.0765,5.16
18299,27.7,327.0,106.0,-357.0,326.0,322.0,3.0,0.0637,8.2,3.0,0.0884,6.72
24855,28.7,327.0,87.0,-1230.0,326.0,318.0,3.0,0.0764,7.78,2.5,0.0976,7.44
12274,49.0,326.0,90.0,-1440.0,324.0,320.0,50.0,0.0524,3.35,3.0,0.0325,1.1
7547,28.7,324.0,59.0,1020.0,323.0,315.0,20.0,0.124,31.4,4.0,0.048,4.48
7181,27.7,324.0,105.0,1760.0,323.0,321.0,20.0,0.112,34.9,4.0,0.0791,4.43
23610,29.7,327.0,46.0,-676.0,326.0,323.0,3.0,0.104,10.9,2.5,0.0401,3.56
17340,27.7,327.0,2.0,470.0,325.0,318.0,3.0,0.0659,3.86,3.0,0.152,9.9
23429,55.7,330.0,0.0,-1720.0,328.0,329.0,50.0,0.0489,1.38,2.5,0.0272,1.42
16117,28.7,327.0,59.0,1830.0,326.0,319.0,3.0,0.0787,9.01,4.0,0.019,0.95
18434,28.7,327.0,2.0,1210.0,326.0,323.0,3.0,0.102,10.0,3.0,0.0198,1.88
15307,27.7,327.0,123.0,-831.0,325.0,319.0,3.0,0.0919,8.68,4.0,0.141,8.36
24376,29.7,327.0,16.0,636.0,325.0,320.0,3.0,0.0712,6.34,2.5,0.119,10.3
18055,29.7,327.0,2.0,-1110.0,326.0,321.0,3.0,0.0891,10.3,3.0,0.0421,5.07
2933,27.5,326.0,111.0,542.0,325.0,318.0,6.0,0.091,13.3,3.0,0.0305,7.11
24097,27.7,327.0,117.0,1090.0,326.0,317.0,3.0,0.113,9.73,2.5,0.0723,4.04
23591,29.7,327.0,44.0,-884.0,325.0,323.0,3.0,0.0942,10.1,2.5,0.148,9.35
6300,29.7,328.0,0.0,-320.0,327.0,316.0,50.0,0.057,4.52,4.0,0.0369,2.41
17203,27.7,327.0,123.0,1350.0,326.0,324.0,3.0,0.0482,2.92,3.0,0.0914,9.54
10177,29.5,327.0,23.0,-913.0,326.0,323.0,3.0,0.0586,9.93,4.0,0.0823,5.07
5394,55.7,328.0,0.0,231.0,327.0,328.0,50.0,0.0443,5.7,4.0,0.0296,3.47
14520,28.7,327.0,56.0,1760.0,325.0,320.0,3.0,0.0817,6.4,4.0,0.0557,6.81
287,29.5,326.0,43.0,1000.0,324.0,317.0,6.0,0.0676,0.985,4.0,0.149,14.8
2251,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
9442,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0522,2.98,4.0,0.0232,2.02
6745,28.7,325.0,88.0,-33.1,323.0,318.0,20.0,0.104,26.6,4.0,0.177,24.8
9194,28.7,324.0,79.0,1950.0,323.0,321.0,12.0,0.039,2.4,4.0,0.127,22.7
11745,27.5,327.0,122.0,-801.0,326.0,317.0,3.0,0.0619,7.09,4.0,0.0896,5.35
14671,119.0,330.0,0.0,-2060.0,328.0,330.0,50.0,0.0255,1.39,4.0,0.0162,2.1
2649,119.0,328.0,2.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
14973,27.7,327.0,105.0,1650.0,326.0,324.0,3.0,0.0754,7.47,4.0,0.0484,8.12
17700,28.7,326.0,62.0,16.2,325.0,317.0,3.0,0.0678,3.07,3.0,0.11,10.8
45,29.5,326.0,15.0,-292.0,325.0,321.0,6.0,0.0729,10.7,4.0,0.0704,9.82
201,29.5,326.0,32.0,542.0,324.0,318.0,6.0,0.0511,5.32,4.0,0.146,15.2
14835,27.7,327.0,118.0,-1220.0,326.0,322.0,3.0,0.0579,7.72,4.0,0.228,15.5
4363,119.0,329.0,2.0,339.0,328.0,329.0,50.0,0.0186,1.27,2.5,0.0168,0.878
19526,55.7,329.0,0.0,-927.0,328.0,329.0,50.0,0.0367,6.02,3.0,0.0276,1.6
2263,30.5,328.0,0.0,220.0,326.0,324.0,50.0,0.0293,2.64,4.0,0.0174,1.58
18335,27.7,327.0,106.0,-218.0,326.0,320.0,3.0,0.0658,6.7,3.0,0.0915,6.38
17049,27.7,327.0,2.0,1770.0,326.0,323.0,3.0,0.11,9.8,3.0,0.0409,2.95
17471,55.7,329.0,0.0,2150.0,328.0,329.0,50.0,0.0516,2.17,3.0,0.0305,1.81
18589,29.7,327.0,40.0,-1790.0,325.0,321.0,3.0,0.0542,6.64,3.0,0.0892,9.6
24450,27.7,327.0,128.0,2100.0,326.0,323.0,3.0,0.0949,9.3,2.5,0.042,4.31
17808,29.7,327.0,25.0,1160.0,325.0,324.0,3.0,0.072,7.56,3.0,0.12,11.2
4511,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0396,7.8,2.5,0.0158,1.54
6586,29.7,323.0,14.0,-1220.0,322.0,317.0,20.0,0.117,33.0,4.0,0.021,0.303
24326,29.7,327.0,18.0,796.0,326.0,322.0,3.0,0.115,9.05,2.5,0.0785,4.76
285,29.5,326.0,41.0,991.0,324.0,318.0,6.0,0.0675,3.45,4.0,0.125,14.5
