,Z1_ActualPosition,X1_OutputCurrent,M1_sequence_number,S1_ActualPosition,Y1_OutputCurrent,S1_OutputCurrent,M1_CURRENT_FEEDRATE,X1_DCBusVoltage,X1_OutputVoltage,clamp_pressure,Y1_DCBusVoltage,Y1_OutputVoltage
20456,119.0,330.0,0.0,-273.0,330.0,329.0,50.0,0.0298,0.917,3.0,0.0536,26.5
20415,119.0,330.0,0.0,-273.0,329.0,330.0,50.0,2.78e-19,0.0,3.0,2.78e-19,0.0
14010,29.5,327.0,38.0,-1890.0,326.0,324.0,3.0,0.05,7.61,3.0,0.036,8.05
16013,119.0,330.0,2.0,-2060.0,329.0,330.0,50.0,0.0261,1.6,4.0,0.0165,2.4
21189,27.5,327.0,112.0,-1580.0,326.0,322.0,3.0,0.106,6.44,2.5,0.025,1.48
23915,28.7,327.0,64.0,749.0,326.0,322.0,3.0,0.0855,11.3,2.5,0.0862,9.22
22070,28.5,327.0,81.0,31.1,326.0,321.0,3.0,0.0578,7.9,2.5,0.0861,5.43
14987,28.7,327.0,84.0,162.0,325.0,320.0,3.0,0.0619,2.85,4.0,0.127,8.84
8755,28.7,324.0,65.0,1620.0,323.0,315.0,12.0,0.121,22.2,4.0,0.0971,5.58
24339,29.7,327.0,23.0,1520.0,326.0,324.0,3.0,0.101,11.1,2.5,0.0764,7.37
17468,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.0604,3.05,3.0,0.0331,1.74
2230,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
11036,28.5,327.0,73.0,-848.0,325.0,322.0,3.0,0.0423,6.59,4.0,0.134,13.6
17717,27.7,327.0,120.0,987.0,325.0,319.0,3.0,0.0959,6.17,3.0,0.153,10.9
21849,55.7,330.0,0.0,-1720.0,328.0,330.0,50.0,0.0171,1.7,2.5,0.0244,1.59
8573,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0515,3.18,4.0,0.0307,3.77
9350,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0548,3.14,4.0,0.0212,1.15
17109,27.7,327.0,2.0,1120.0,326.0,324.0,3.0,0.102,9.96,3.0,0.0786,6.05
5525,27.7,325.0,120.0,-405.0,324.0,320.0,6.0,0.0534,4.22,4.0,0.105,14.5
8203,29.7,323.0,2.0,-1430.0,322.0,313.0,15.0,0.105,19.4,4.0,0.109,20.5
2677,55.5,329.0,0.0,-2140.0,328.0,329.0,50.0,0.0507,2.98,4.0,0.0191,1.18
6718,28.7,325.0,79.0,-178.0,324.0,317.0,20.0,0.0935,32.7,4.0,0.0777,7.57
3512,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0142,1.06,3.0,0.0149,0.338
12524,29.5,327.0,41.0,-1580.0,326.0,322.0,3.0,0.063,8.49,3.0,0.0809,9.09
8557,28.7,324.0,75.0,1860.0,322.0,316.0,12.0,0.101,18.0,4.0,0.0971,15.9
21987,27.5,327.0,112.0,-1530.0,326.0,321.0,3.0,0.0837,10.6,2.5,0.0241,1.57
8043,119.0,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0208,0.66,4.0,0.0171,3.16
22009,29.5,327.0,30.0,-38.3,326.0,324.0,3.0,0.0612,8.99,2.5,0.0657,9.15
4425,29.5,326.0,2.0,-40.2,325.0,317.0,6.0,0.0899,12.7,2.5,0.0947,6.12
12540,29.5,327.0,20.0,661.0,325.0,322.0,3.0,0.0505,9.87,3.0,0.134,9.24
10947,29.5,327.0,46.0,1080.0,326.0,323.0,3.0,0.097,10.2,4.0,0.041,1.96
17346,27.7,327.0,115.0,502.0,326.0,318.0,3.0,0.0939,9.11,3.0,0.021,2.38
4630,119.0,329.0,0.0,339.0,327.0,329.0,50.0,0.0222,0.984,2.5,0.0171,2.16
8896,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0511,3.24,4.0,0.024,1.23
6721,28.7,325.0,81.0,-161.0,324.0,320.0,20.0,0.141,33.5,4.0,0.0749,7.29
3846,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0287,0.65,3.0,0.0159,1.67
5511,27.7,325.0,106.0,-1070.0,324.0,317.0,6.0,0.099,13.3,4.0,0.101,6.06
2560,27.5,326.0,122.0,1940.0,325.0,323.0,20.0,0.11,33.1,4.0,0.0739,4.32
7990,28.7,324.0,84.0,-625.0,321.0,316.0,15.0,0.0467,1.58,4.0,0.327,30.2
65,29.5,326.0,19.0,-185.0,325.0,320.0,6.0,0.099,14.0,4.0,0.0431,9.01
24620,27.7,327.0,112.0,589.0,326.0,323.0,3.0,0.0784,9.08,2.5,0.0462,5.17
3361,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0238,2.09,3.0,0.0227,2.53
14596,27.7,327.0,111.0,-1960.0,326.0,318.0,3.0,0.0695,8.67,4.0,0.0239,1.11
13567,27.5,327.0,109.0,72.4,325.0,322.0,3.0,0.0498,3.2,3.0,0.0949,10.6
4734,29.5,326.0,29.0,269.0,325.0,315.0,6.0,0.0164,1.48,2.5,0.0231,1.31
21749,29.5,327.0,45.0,1320.0,326.0,324.0,3.0,0.0675,9.7,2.5,0.0418,4.28
1972,119.0,325.0,2.0,905.0,327.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
1454,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
10301,28.5,327.0,86.0,416.0,326.0,319.0,3.0,0.061,7.46,4.0,0.0461,2.82
3073,29.5,326.0,29.0,1050.0,325.0,316.0,6.0,0.0891,13.2,3.0,0.0177,1.15
1484,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
17009,37.1,328.0,7.0,42.0,326.0,329.0,50.0,0.14,30.6,3.0,0.193,49.3
4101,27.5,326.0,96.0,-190.0,325.0,321.0,6.0,0.0771,13.4,3.0,0.0227,1.81
11710,28.5,327.0,81.0,-192.0,325.0,319.0,3.0,0.0757,9.97,4.0,0.0873,7.95
13348,27.5,327.0,128.0,2030.0,326.0,322.0,3.0,0.116,10.8,3.0,0.0415,6.37
13264,33.4,327.0,54.0,-617.0,326.0,319.0,3.0,0.0303,1.36,3.0,0.0169,0.959
22050,29.5,327.0,39.0,554.0,326.0,324.0,3.0,0.0867,6.18,2.5,0.126,11.4
19276,28.7,326.0,2.0,-28.1,326.0,319.0,6.0,0.178,2.39,3.0,0.0651,4.72
22570,29.5,327.0,2.0,-1560.0,326.0,321.0,3.0,0.0965,8.47,2.5,0.0798,8.49
2454,119.0,325.0,2.0,905.0,327.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
16276,27.7,327.0,110.0,-2070.0,325.0,320.0,3.0,0.0744,4.06,4.0,0.0549,6.42
15260,28.7,327.0,84.0,17.6,326.0,318.0,3.0,0.0665,1.57,4.0,0.0622,9.17
4612,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0167,1.07,2.5,0.0238,4.61
7741,28.7,323.0,80.0,-689.0,323.0,315.0,15.0,0.0742,22.3,4.0,0.0812,4.67
15080,28.7,326.0,71.0,-1250.0,325.0,324.0,3.0,0.104,8.24,4.0,0.0228,3.96
18403,28.7,327.0,79.0,1630.0,326.0,322.0,3.0,0.0566,3.6,3.0,0.0942,10.8
10591,27.5,327.0,111.0,-1750.0,325.0,318.0,3.0,0.0687,8.03,4.0,0.0313,2.06
882,27.5,326.0,111.0,-114.0,325.0,323.0,6.0,0.105,13.7,4.0,0.0153,1.42
22578,29.5,327.0,16.0,-1520.0,326.0,320.0,3.0,0.0808,5.7,2.5,0.0489,7.12
8085,119.0,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0241,0.859,4.0,0.0173,1.32
10070,28.5,326.0,77.0,-443.0,325.0,320.0,3.0,0.0571,6.05,4.0,0.092,12.1
3151,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0197,1.9,3.0,0.0168,1.98
2598,28.5,325.0,70.0,1130.0,324.0,322.0,20.0,0.0924,32.1,4.0,0.0237,2.11
13827,28.5,326.0,82.0,2040.0,325.0,319.0,3.0,0.0852,10.5,3.0,0.112,6.9
23329,29.7,327.0,18.0,753.0,326.0,322.0,3.0,0.1,5.87,2.5,0.13,10.3
3031,27.5,326.0,122.0,1070.0,325.0,322.0,6.0,0.101,16.0,3.0,0.0867,8.55
24010,55.7,330.0,0.0,-1720.0,329.0,330.0,50.0,0.061,6.11,2.5,0.0287,1.55
25071,28.7,327.0,61.0,216.0,326.0,324.0,3.0,0.0873,10.7,2.5,0.0593,5.61
632,28.5,326.0,2.0,-1450.0,325.0,321.0,6.0,0.0433,3.53,4.0,0.0996,14.9
5550,27.7,325.0,124.0,-154.0,324.0,314.0,6.0,0.0654,1.87,4.0,0.0941,14.1
6720,28.7,325.0,81.0,-167.0,324.0,320.0,20.0,0.108,33.2,4.0,0.0728,4.66
3143,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.035,0.522,3.0,0.0162,0.77
17026,28.7,327.0,76.0,1350.0,326.0,324.0,3.0,0.0957,10.3,3.0,0.0528,6.65
20019,119.0,330.0,0.0,2150.0,328.0,330.0,50.0,0.0189,2.77,3.0,0.0168,1.06
9502,55.7,327.0,2.0,-978.0,326.0,327.0,50.0,0.0497,3.57,4.0,0.0235,1.3
17908,28.7,327.0,84.0,2100.0,326.0,320.0,3.0,0.0491,1.1,3.0,0.105,5.74
6398,27.7,325.0,129.0,134.0,324.0,316.0,6.0,0.0666,4.71,4.0,0.101,15.2
15188,55.7,330.0,0.0,42.0,329.0,330.0,50.0,0.0452,5.83,4.0,0.0344,3.07
12307,27.5,326.0,128.0,1800.0,325.0,318.0,3.0,0.0809,8.72,3.0,0.0421,1.87
18384,119.0,330.0,0.0,42.0,329.0,330.0,50.0,0.027,2.85,3.0,0.0186,0.953
14625,31.8,327.0,96.0,823.0,326.0,322.0,3.0,0.0248,2.33,4.0,0.0217,1.36
11631,28.5,326.0,75.0,-720.0,325.0,322.0,3.0,0.0571,9.28,4.0,0.0837,9.89
17909,28.7,327.0,84.0,2100.0,326.0,321.0,3.0,0.0496,2.46,3.0,0.0906,10.1
16130,29.7,327.0,46.0,1170.0,326.0,323.0,3.0,0.107,9.69,4.0,0.0401,2.38
18492,29.7,327.0,43.0,-1390.0,325.0,320.0,3.0,0.0503,6.53,3.0,0.143,10.9
4360,119.0,329.0,0.0,339.0,328.0,329.0,50.0,0.0208,2.5,2.5,0.0167,0.246
807,27.5,326.0,104.0,-514.0,324.0,320.0,6.0,0.109,14.0,4.0,0.0711,8.38
10045,29.5,327.0,16.0,-1790.0,326.0,321.0,3.0,0.0868,8.06,4.0,0.0596,10.1
22516,55.7,330.0,0.0,-1720.0,329.0,330.0,50.0,0.0215,1.67,2.5,0.0227,2.91
18662,55.7,330.0,0.0,2110.0,329.0,330.0,50.0,0.0475,4.43,3.0,0.0321,2.61
8624,119.0,328.0,0.0,383.0,327.0,327.0,50.0,0.0163,0.37,4.0,0.0256,1.85
1468,119.0,328.0,2.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
14970,27.7,327.0,103.0,1630.0,325.0,324.0,3.0,0.046,3.27,4.0,0.0877,11.4
18663,55.7,330.0,0.0,2120.0,329.0,330.0,50.0,0.0548,3.58,3.0,0.0347,0.852
16099,29.7,327.0,14.0,-1970.0,326.0,324.0,3.0,0.108,10.1,4.0,0.0202,2.28
4582,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0214,2.11,2.5,0.0194,1.61
7602,29.7,324.0,29.0,558.0,323.0,315.0,20.0,0.113,32.0,4.0,0.0213,2.55
23181,27.7,327.0,112.0,819.0,325.0,319.0,3.0,0.107,9.2,2.5,0.114,9.14
4353,119.0,329.0,2.0,339.0,327.0,329.0,50.0,0.0205,1.93,2.5,0.0279,2.6
24742,28.7,327.0,87.0,-1290.0,326.0,317.0,3.0,0.119,9.58,2.5,0.0468,3.96
746,27.5,326.0,2.0,-840.0,324.0,322.0,6.0,0.0878,9.88,4.0,0.157,17.9
9370,55.7,327.0,2.0,-978.0,326.0,327.0,50.0,0.0534,1.64,4.0,0.0195,1.45
3522,29.5,326.0,20.0,577.0,325.0,321.0,6.0,0.0936,14.9,3.0,0.0619,5.92
17312,29.7,327.0,34.0,1900.0,326.0,321.0,3.0,0.104,8.25,3.0,0.036,8.59
13256,32.3,327.0,96.0,-1290.0,325.0,320.0,3.0,0.0238,2.56,3.0,0.0228,0.382
10240,29.5,326.0,41.0,612.0,325.0,322.0,3.0,0.0834,9.7,4.0,0.137,8.96
2127,119.0,325.0,0.0,905.0,327.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
7832,29.7,323.0,16.0,-2000.0,323.0,318.0,15.0,0.1,18.4,4.0,0.0301,3.61
2159,119.0,328.0,2.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
4025,28.5,326.0,63.0,-1670.0,325.0,320.0,6.0,0.0772,12.8,3.0,0.0567,9.11
21347,55.5,330.0,0.0,360.0,329.0,330.0,50.0,0.064,5.2,2.5,0.0308,0.859
15358,27.7,327.0,116.0,-1550.0,325.0,323.0,3.0,0.0702,5.0,4.0,0.116,9.55
2529,29.5,326.0,26.0,446.0,325.0,317.0,20.0,0.321,24.2,4.0,0.0151,2.41
7578,28.7,324.0,56.0,977.0,323.0,320.0,20.0,0.111,33.4,4.0,0.131,18.2
21327,28.5,327.0,87.0,884.0,325.0,322.0,3.0,0.0874,8.23,2.5,0.0784,6.85
693,28.5,326.0,88.0,-1120.0,324.0,322.0,6.0,0.0549,3.08,4.0,0.21,15.6
10830,27.5,327.0,112.0,-1610.0,325.0,322.0,3.0,0.0572,8.34,4.0,0.103,10.5
22077,28.5,327.0,63.0,-1550.0,326.0,320.0,3.0,0.117,10.2,2.5,0.0331,5.72
367,36.6,326.0,54.0,1430.0,325.0,317.0,6.0,0.029,0.813,4.0,0.0198,2.58
16018,118.0,328.0,5.0,-2060.0,326.0,329.0,50.0,0.206,33.3,4.0,0.309,49.9
9150,29.7,324.0,44.0,1130.0,323.0,320.0,12.0,0.0412,1.8,4.0,0.0822,21.4
15929,28.7,327.0,77.0,-612.0,325.0,320.0,3.0,0.0834,10.2,4.0,0.111,8.43
23245,27.7,327.0,2.0,-2110.0,326.0,322.0,3.0,0.0618,9.51,2.5,0.0449,5.27
22507,29.5,327.0,27.0,-502.0,326.0,324.0,3.0,0.0457,1.32,2.5,0.0781,9.11
23980,27.7,327.0,105.0,-13.2,326.0,320.0,3.0,0.113,8.49,2.5,0.0991,5.67
5330,29.7,325.0,46.0,693.0,324.0,315.0,6.0,0.083,3.74,4.0,0.185,15.6
11711,28.5,326.0,81.0,-187.0,325.0,321.0,3.0,0.0589,10.5,4.0,0.087,6.92
8976,32.8,324.0,55.0,1350.0,323.0,317.0,12.0,0.0213,1.19,4.0,0.0199,0.635
18514,27.7,327.0,2.0,310.0,326.0,324.0,3.0,0.0834,9.78,3.0,0.019,1.46
23211,27.7,327.0,100.0,-531.0,326.0,320.0,3.0,0.0837,9.36,2.5,0.113,6.95
8726,27.7,324.0,2.0,-1470.0,323.0,321.0,12.0,0.038,2.58,4.0,0.0672,21.6
14801,38.6,327.0,54.0,1390.0,326.0,322.0,3.0,0.0223,2.31,4.0,0.0179,2.36
12462,27.5,327.0,128.0,1880.0,326.0,322.0,3.0,0.0849,11.3,3.0,0.0396,4.53
12390,28.5,327.0,63.0,320.0,326.0,323.0,3.0,0.0645,9.19,3.0,0.113,6.19
7853,29.7,323.0,24.0,-1830.0,323.0,316.0,15.0,0.149,24.6,4.0,0.0874,7.03
3530,111.0,328.0,7.0,339.0,327.0,329.0,50.0,0.127,28.2,3.0,0.189,50.9
18315,119.0,330.0,0.0,42.0,328.0,329.0,50.0,0.0184,1.22,3.0,0.0173,0.0766
16936,29.7,327.0,40.0,-1630.0,325.0,321.0,3.0,0.0953,8.18,3.0,0.0883,8.87
12200,55.5,330.0,0.0,-2060.0,329.0,330.0,50.0,0.0393,7.14,3.0,0.036,2.69
17835,29.7,327.0,28.0,1410.0,326.0,320.0,3.0,0.0858,7.57,3.0,0.0763,9.32
24743,28.7,327.0,87.0,-1280.0,326.0,319.0,3.0,0.0935,10.7,2.5,0.0536,1.82
7232,29.7,324.0,16.0,339.0,323.0,318.0,20.0,0.0586,1.98,4.0,0.0727,4.32
9029,119.0,327.0,2.0,383.0,326.0,327.0,50.0,0.0246,2.11,4.0,0.0161,1.35
24596,29.7,327.0,2.0,1660.0,326.0,324.0,3.0,0.04,6.05,2.5,0.0924,9.97
7878,29.7,323.0,39.0,-1530.0,323.0,314.0,15.0,0.136,26.2,4.0,0.0838,5.33
17755,27.7,327.0,124.0,1520.0,326.0,323.0,3.0,0.047,0.585,3.0,0.127,11.7
12451,29.5,327.0,41.0,-1550.0,326.0,322.0,3.0,0.0787,6.1,3.0,0.0955,8.63
13696,27.5,327.0,111.0,371.0,326.0,323.0,3.0,0.105,10.1,3.0,0.0191,1.42
22385,34.6,328.0,54.0,1800.0,326.0,325.0,3.0,0.0198,1.22,2.5,0.0178,1.74
10784,27.5,327.0,125.0,-454.0,325.0,319.0,3.0,0.053,3.51,4.0,0.12,10.8
14521,28.7,327.0,56.0,1770.0,325.0,318.0,3.0,0.079,6.14,4.0,0.115,9.41
13144,29.5,326.0,22.0,938.0,325.0,321.0,3.0,0.092,8.93,3.0,0.0959,9.17
14927,29.7,327.0,19.0,-1710.0,326.0,323.0,3.0,0.0629,8.59,4.0,0.053,4.98
5477,27.7,325.0,106.0,-1090.0,323.0,320.0,6.0,0.0868,14.4,4.0,0.101,7.51
6445,27.7,325.0,126.0,-53.1,324.0,315.0,6.0,0.0906,14.2,4.0,0.103,7.65
24515,29.7,327.0,2.0,-479.0,326.0,324.0,3.0,0.0449,4.94,2.5,0.107,11.0
14083,29.5,327.0,29.0,1760.0,326.0,323.0,3.0,0.086,9.16,3.0,0.0232,1.92
17842,29.7,327.0,29.0,1450.0,326.0,324.0,3.0,0.124,10.8,3.0,0.0226,1.54
3047,28.5,326.0,81.0,-894.0,325.0,320.0,6.0,0.098,14.8,3.0,0.0848,6.39
3337,29.5,325.0,14.0,345.0,323.0,317.0,6.0,0.074,15.0,3.0,0.0183,3.97
8079,29.7,324.0,44.0,-1440.0,322.0,313.0,15.0,0.1,9.47,4.0,0.0681,21.4
766,27.5,326.0,2.0,-733.0,324.0,316.0,6.0,0.101,13.8,4.0,0.0692,3.38
18658,52.8,326.0,131.0,2090.0,325.0,322.0,50.0,0.0484,0.903,3.0,0.0305,2.87
24578,27.7,327.0,112.0,846.0,326.0,321.0,3.0,0.0706,6.1,2.5,0.116,10.4
11766,28.5,327.0,64.0,-1830.0,325.0,323.0,3.0,0.0874,7.47,4.0,0.0814,8.17
10230,38.5,328.0,94.0,795.0,326.0,324.0,50.0,0.0291,1.27,4.0,0.0234,1.2
6412,29.7,325.0,55.0,-427.0,324.0,315.0,6.0,0.0172,1.48,4.0,0.0151,0.353
14880,29.7,327.0,43.0,726.0,325.0,322.0,3.0,0.0496,4.91,4.0,0.059,8.39
10237,29.5,326.0,40.0,597.0,325.0,322.0,3.0,0.0939,10.4,4.0,0.0791,7.36
13983,29.5,327.0,29.0,1720.0,326.0,324.0,3.0,0.0873,11.2,3.0,0.0212,1.9
11737,27.5,326.0,2.0,-844.0,325.0,319.0,3.0,0.0725,9.24,4.0,0.0886,5.23
13265,33.1,327.0,54.0,-611.0,326.0,318.0,3.0,0.0232,1.61,3.0,0.0202,2.8
13363,27.5,327.0,111.0,174.0,325.0,322.0,3.0,0.0785,9.37,3.0,0.104,8.53
5331,29.7,325.0,47.0,699.0,323.0,317.0,6.0,0.0718,4.54,4.0,0.0933,14.2
19325,28.7,327.0,80.0,937.0,326.0,324.0,6.0,0.0904,13.7,3.0,0.0712,5.51
17986,29.7,327.0,19.0,443.0,326.0,322.0,3.0,0.0711,10.3,3.0,0.0636,7.2
3077,29.5,326.0,29.0,1070.0,325.0,317.0,6.0,0.0738,13.4,3.0,0.0163,1.34
8505,30.4,325.0,55.0,1360.0,323.0,319.0,12.0,0.0237,2.02,4.0,0.0253,1.13
18519,27.7,327.0,112.0,337.0,326.0,320.0,3.0,0.111,10.4,3.0,0.0206,1.48
13344,28.5,327.0,75.0,1290.0,325.0,323.0,3.0,0.0609,10.3,3.0,0.0243,0.884
13454,27.5,326.0,124.0,1650.0,325.0,317.0,3.0,0.0642,4.78,3.0,0.128,11.8
9112,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0517,0.805,4.0,0.0223,1.18
21443,28.5,327.0,69.0,-999.0,326.0,323.0,3.0,0.0834,8.31,2.5,0.0762,4.24
14976,27.7,327.0,105.0,1670.0,325.0,324.0,3.0,0.0512,6.01,4.0,0.0839,7.8
23144,28.7,327.0,2.0,872.0,325.0,323.0,3.0,0.0725,9.06,2.5,0.0954,9.68
21905,53.2,327.0,94.0,1030.0,326.0,323.0,50.0,0.0236,3.87,2.5,0.0148,0.64
21354,55.5,330.0,0.0,383.0,329.0,330.0,50.0,0.0712,5.66,2.5,0.0351,1.51
14763,29.7,326.0,29.0,-648.0,325.0,321.0,3.0,0.0812,10.4,4.0,0.0213,2.33
6129,29.7,325.0,116.0,-646.0,324.0,321.0,6.0,0.0699,8.58,4.0,0.0715,11.1
10288,29.5,327.0,22.0,-1140.0,326.0,319.0,3.0,0.0615,10.8,4.0,0.0599,7.09
17693,28.7,327.0,62.0,-21.2,326.0,317.0,3.0,0.0833,5.99,3.0,0.0945,8.01
5336,28.7,325.0,70.0,1700.0,324.0,317.0,6.0,0.113,15.6,4.0,0.0225,1.39
6493,29.7,325.0,57.0,171.0,324.0,321.0,6.0,0.0784,8.54,4.0,0.0639,13.0
13894,27.5,327.0,126.0,1750.0,325.0,318.0,3.0,0.0813,10.1,3.0,0.0824,4.19
6358,27.7,325.0,112.0,-778.0,324.0,322.0,6.0,0.0983,13.8,4.0,0.0202,2.05
18407,28.7,327.0,60.0,-123.0,325.0,320.0,3.0,0.1,8.21,3.0,0.0736,4.52
6743,28.7,325.0,86.0,-43.8,324.0,317.0,20.0,0.128,34.6,4.0,0.0176,0.785
19379,55.7,330.0,0.0,-927.0,328.0,329.0,50.0,0.0397,4.74,3.0,0.0275,3.36
14699,27.7,327.0,118.0,-1420.0,326.0,320.0,3.0,0.0998,10.8,4.0,0.065,6.96
14828,29.7,326.0,34.0,-243.0,325.0,322.0,3.0,0.0977,11.1,4.0,0.023,4.31
271,29.5,326.0,39.0,916.0,325.0,316.0,6.0,0.118,13.8,4.0,0.0888,6.29
19946,55.7,329.0,0.0,-941.0,328.0,329.0,50.0,0.0411,2.75,3.0,0.0298,3.01
754,27.5,326.0,99.0,-797.0,324.0,315.0,6.0,0.108,13.4,4.0,0.0183,1.0
10099,27.5,327.0,105.0,1870.0,326.0,324.0,3.0,0.0686,10.7,4.0,0.0851,6.6
11507,28.5,327.0,86.0,512.0,326.0,319.0,3.0,0.098,9.27,4.0,0.0464,3.31
6465,27.7,325.0,108.0,-917.0,324.0,322.0,6.0,0.0464,6.33,4.0,0.116,15.5
8374,28.7,323.0,2.0,-1160.0,322.0,319.0,15.0,0.113,24.0,4.0,0.0865,19.9
19817,27.7,327.0,128.0,-1130.0,326.0,323.0,6.0,0.11,13.6,3.0,0.038,2.62
14684,55.7,330.0,0.0,42.0,329.0,330.0,50.0,0.0521,8.02,4.0,0.0282,2.15
5947,28.7,324.0,80.0,2120.0,323.0,318.0,6.0,0.0839,12.2,4.0,0.0796,4.04
23920,29.7,327.0,20.0,1080.0,326.0,324.0,3.0,0.0581,3.79,2.5,0.169,11.3
14638,87.8,329.0,7.0,-2060.0,327.0,329.0,50.0,0.135,30.0,4.0,0.181,49.4
14952,27.7,327.0,98.0,1060.0,326.0,321.0,3.0,0.0761,9.11,4.0,0.0861,10.0
18096,28.7,327.0,82.0,1960.0,326.0,317.0,3.0,0.0873,9.04,3.0,0.0814,8.67
4504,114.0,328.0,7.0,-486.0,326.0,328.0,50.0,0.105,27.2,2.5,0.158,46.7
18424,29.7,327.0,2.0,-1710.0,325.0,321.0,3.0,0.0839,10.3,3.0,0.0832,7.09
4406,29.5,329.0,0.0,327.0,328.0,329.0,50.0,0.0341,2.53,2.5,0.0136,2.28
955,27.5,325.0,121.0,275.0,324.0,322.0,6.0,0.101,14.4,4.0,0.076,6.3
6209,28.7,325.0,26.0,1580.0,323.0,315.0,6.0,0.0608,3.03,4.0,0.052,11.5
11617,41.0,329.0,7.0,-1960.0,328.0,330.0,50.0,0.12,31.2,4.0,0.166,50.1
23175,27.7,327.0,112.0,787.0,326.0,319.0,3.0,0.1,9.92,2.5,0.0213,1.91
2477,55.5,329.0,0.0,-2130.0,328.0,329.0,50.0,0.0547,3.78,4.0,0.0197,1.53
774,27.5,326.0,102.0,-691.0,324.0,320.0,6.0,0.0957,13.5,4.0,0.0554,5.94
24270,29.7,327.0,35.0,-1790.0,326.0,318.0,3.0,0.0836,10.1,2.5,0.0701,4.48
469,28.5,326.0,65.0,1980.0,325.0,322.0,6.0,0.0637,13.2,4.0,0.0751,6.24
948,27.5,326.0,120.0,238.0,324.0,323.0,6.0,0.0872,12.3,4.0,0.114,12.3
14924,29.7,327.0,19.0,-1720.0,325.0,324.0,3.0,0.108,8.96,4.0,0.129,10.8
1545,27.5,326.0,107.0,1720.0,324.0,319.0,20.0,0.0466,0.275,4.0,0.127,33.4
14691,27.7,327.0,105.0,1860.0,325.0,323.0,3.0,0.0881,9.33,4.0,0.0893,6.55
967,27.5,326.0,121.0,339.0,324.0,321.0,6.0,0.107,13.7,4.0,0.0715,7.1
8104,55.7,327.0,0.0,359.0,326.0,327.0,50.0,0.0563,2.32,4.0,0.0233,2.98
862,27.5,326.0,111.0,-221.0,325.0,323.0,6.0,0.102,14.3,4.0,0.0207,1.31
6676,27.7,326.0,106.0,266.0,325.0,326.0,50.0,0.0738,7.22,4.0,0.115,10.8
6810,29.7,325.0,18.0,-1160.0,323.0,316.0,20.0,0.0865,3.13,4.0,0.0779,5.05
12235,29.5,327.0,2.0,-1740.0,325.0,318.0,3.0,0.0677,8.28,3.0,0.0853,5.7
21543,29.5,327.0,17.0,-1440.0,326.0,320.0,3.0,0.109,10.0,2.5,0.0228,2.41
18627,27.7,327.0,2.0,-1250.0,326.0,318.0,3.0,0.112,10.7,3.0,0.0139,0.295
14066,28.5,327.0,59.0,-167.0,326.0,324.0,3.0,0.101,10.9,3.0,0.0396,2.73
15193,55.7,330.0,0.0,42.0,329.0,330.0,50.0,0.0497,6.41,4.0,0.0293,0.374
15060,28.7,327.0,61.0,2060.0,326.0,317.0,3.0,0.0828,8.62,4.0,0.074,2.99
10580,29.5,327.0,2.0,-503.0,326.0,321.0,3.0,0.078,9.26,4.0,0.0204,2.46
9039,55.7,327.0,2.0,-978.0,326.0,327.0,50.0,0.0527,3.3,4.0,0.0194,0.644
2171,29.5,325.0,2.0,280.0,324.0,317.0,20.0,0.311,24.1,4.0,0.0743,4.43
24015,55.7,330.0,0.0,-1720.0,328.0,329.0,50.0,0.0601,2.08,2.5,0.0275,0.845
787,27.5,326.0,102.0,-621.0,324.0,319.0,6.0,0.0589,1.77,4.0,0.206,13.7
9121,119.0,328.0,0.0,383.0,326.0,327.0,50.0,0.02,0.631,4.0,0.0168,1.67
4634,119.0,328.0,0.0,339.0,327.0,329.0,50.0,0.0299,0.634,2.5,0.0156,0.696
21379,27.5,327.0,126.0,-177.0,326.0,323.0,3.0,0.0468,4.47,2.5,0.118,11.0
15364,119.0,330.0,0.0,-2060.0,329.0,330.0,50.0,0.0209,1.85,4.0,0.0177,4.91
