,Z1_ActualPosition,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputCurrent,S1_ActualPosition
23190,28.7,325.0,0.0644,327.0,1280.0
12214,28.5,325.0,0.0979,327.0,-103.0
2580,119.0,332.0,2.79e-19,328.0,-1160.0
24325,29.7,326.0,0.0986,327.0,791.0
21246,27.5,326.0,0.0861,327.0,-1170.0
24563,29.7,326.0,0.0976,327.0,2120.0
23469,27.7,326.0,0.0933,327.0,152.0
8001,29.7,323.0,0.151,323.0,-1870.0
5373,119.0,326.0,0.0239,328.0,-978.0
6850,72.2,326.0,0.0317,327.0,306.0
8767,55.7,326.0,0.0504,328.0,-978.0
19835,55.7,328.0,0.0447,330.0,-927.0
21821,28.5,326.0,0.0974,327.0,-1790.0
6451,27.7,324.0,0.12,324.0,-21.1
9247,119.0,326.0,0.0181,327.0,383.0
9347,55.7,326.0,0.0537,327.0,-978.0
9984,27.5,325.0,0.0597,327.0,-892.0
10731,29.5,326.0,0.0933,327.0,-1040.0
8601,29.7,323.0,0.102,324.0,856.0
17184,28.7,326.0,0.0561,327.0,534.0
1516,119.0,332.0,2.79e-19,329.0,-1160.0
22615,28.5,326.0,0.0741,327.0,1960.0
8013,29.7,323.0,0.129,324.0,-1980.0
11727,29.7,324.0,0.0229,325.0,-1960.0
13368,29.5,325.0,0.0666,327.0,757.0
455,28.5,324.0,0.116,326.0,1900.0
5379,28.7,324.0,0.0644,325.0,1480.0
2493,55.5,328.0,0.0521,329.0,-2130.0
5928,119.0,327.0,0.0186,328.0,-978.0
16034,27.7,325.0,0.0675,327.0,-468.0
5628,48.5,322.0,0.0651,323.0,-1690.0
939,27.5,324.0,0.0459,326.0,190.0
14834,27.7,326.0,0.071,327.0,-1220.0
7862,27.7,323.0,0.117,324.0,224.0
19233,27.7,325.0,0.0532,327.0,-2070.0
2806,119.0,328.0,0.0188,329.0,339.0
3420,28.5,324.0,0.107,326.0,-1010.0
13275,29.5,326.0,0.105,327.0,1080.0
8742,29.7,323.0,0.0841,324.0,1230.0
24569,28.7,326.0,0.0958,327.0,402.0
21885,28.5,326.0,0.0668,327.0,111.0
22724,27.5,326.0,0.106,327.0,1760.0
16014,119.0,328.0,0.0241,330.0,-2060.0
23564,35.1,326.0,0.0252,327.0,-1010.0
17239,55.7,329.0,0.0605,330.0,2150.0
320,29.5,325.0,0.0741,326.0,1180.0
23170,32.7,326.0,0.02,327.0,-963.0
4480,29.5,324.0,0.088,326.0,-344.0
12142,119.0,328.0,0.0223,329.0,136.0
12672,27.5,326.0,0.0924,327.0,1300.0
6468,27.7,323.0,0.0445,325.0,-901.0
19494,29.7,326.0,0.0729,327.0,-2040.0
24621,27.7,326.0,0.109,327.0,595.0
15976,28.7,326.0,0.0711,327.0,-350.0
6290,55.7,327.0,0.049,328.0,205.0
1404,119.0,326.0,2.78e-19,324.0,905.0
20443,119.0,329.0,0.0222,330.0,-273.0
14787,27.7,326.0,0.0864,327.0,-917.0
22561,27.5,326.0,0.0591,327.0,-454.0
23448,28.7,325.0,0.0851,327.0,610.0
18000,28.7,326.0,0.0986,327.0,-1980.0
13984,29.5,326.0,0.0982,327.0,1720.0
8304,27.7,323.0,0.111,324.0,-236.0
10325,28.5,326.0,0.0794,327.0,544.0
13820,55.5,328.0,0.0352,330.0,-2060.0
235,29.5,324.0,0.0773,326.0,723.0
15053,28.7,326.0,0.0703,327.0,2020.0
22703,27.5,326.0,0.0946,327.0,-550.0
5841,27.7,323.0,0.0954,324.0,-1390.0
24984,27.7,326.0,0.0899,327.0,-2140.0
8135,29.7,322.0,0.0452,324.0,-1800.0
206,29.5,325.0,0.112,326.0,569.0
5931,119.0,327.0,0.0188,328.0,-978.0
19183,27.7,326.0,0.0762,327.0,1630.0
16860,28.7,326.0,0.0642,327.0,774.0
8328,28.7,323.0,0.0565,324.0,-977.0
18787,27.7,326.0,0.0546,327.0,-501.0
14909,29.7,325.0,0.0751,327.0,302.0
4546,119.0,328.0,0.0258,329.0,-486.0
17701,27.7,326.0,0.0669,327.0,795.0
947,27.5,324.0,0.107,325.0,233.0
8264,28.7,323.0,0.136,324.0,-609.0
3168,119.0,328.0,0.0152,329.0,339.0
18253,28.7,326.0,0.0471,327.0,2140.0
10994,28.5,326.0,0.0972,327.0,485.0
19177,27.7,326.0,0.0875,327.0,1600.0
1998,119.0,327.0,2.78e-19,325.0,905.0
7385,28.7,324.0,0.109,325.0,1300.0
1492,119.0,327.0,2.78e-19,325.0,905.0
4602,119.0,327.0,0.0204,329.0,339.0
24780,28.7,325.0,0.0767,327.0,1370.0
5495,29.7,324.0,0.0994,325.0,640.0
7376,55.7,326.0,0.0529,327.0,-2050.0
16972,27.7,325.0,0.0623,327.0,-47.3
20493,119.0,329.0,2.78e-19,330.0,-273.0
17165,28.7,325.0,0.0612,327.0,160.0
6457,28.7,323.0,0.0858,324.0,-2100.0
17723,29.7,326.0,0.0591,327.0,-1580.0
8931,55.7,326.0,0.0567,327.0,-1020.0
1035,27.5,325.0,0.14,326.0,702.0
3009,29.5,325.0,0.0906,326.0,865.0
14531,28.7,326.0,0.0896,327.0,2110.0
3107,36.7,326.0,0.0251,327.0,-312.0
16974,27.7,325.0,0.0613,327.0,-36.7
2654,89.2,327.0,0.1,328.0,220.0
3510,119.0,328.0,0.0167,329.0,339.0
25002,119.0,329.0,0.0177,330.0,455.0
15039,28.7,325.0,0.0747,327.0,-1950.0
9460,27.7,323.0,0.125,324.0,-1690.0
312,29.5,324.0,0.156,326.0,1130.0
10933,27.5,325.0,0.0645,327.0,-534.0
9391,28.7,323.0,0.0397,324.0,2070.0
15951,33.0,326.0,0.0227,327.0,802.0
3187,27.5,325.0,0.0629,326.0,435.0
7425,119.0,326.0,0.0335,328.0,306.0
22196,29.5,326.0,0.061,327.0,1020.0
24937,27.7,326.0,0.0651,327.0,285.0
961,27.5,324.0,0.0687,326.0,307.0
15187,55.7,329.0,0.0453,330.0,42.0
12534,29.5,326.0,0.0625,327.0,-1310.0
21128,27.5,326.0,0.102,327.0,-17.0
3034,27.5,325.0,0.0942,326.0,1090.0
23168,33.3,326.0,0.0225,328.0,-973.0
24829,53.7,324.0,0.301,323.0,-1100.0
3685,28.5,325.0,0.112,326.0,-1940.0
241,29.5,324.0,0.055,326.0,755.0
22492,28.5,326.0,0.0606,327.0,-1220.0
7581,28.7,323.0,0.073,325.0,993.0
4695,119.0,328.0,0.0197,329.0,339.0
17233,55.7,328.0,0.048,330.0,2150.0
12476,34.1,326.0,0.0197,327.0,-1320.0
11471,28.5,325.0,0.0965,327.0,-1020.0
10164,29.5,325.0,0.0935,327.0,148.0
2442,119.0,332.0,2.79e-19,327.0,-1160.0
7973,28.7,323.0,0.128,324.0,-1040.0
16131,29.7,326.0,0.0832,327.0,1170.0
12158,119.0,328.0,0.0227,330.0,136.0
15269,55.7,329.0,0.0467,330.0,42.0
2608,119.0,332.0,2.79e-19,328.0,-1160.0
12164,27.5,326.0,0.097,327.0,-675.0
3440,29.5,325.0,0.0887,326.0,1490.0
6804,119.0,326.0,0.0206,328.0,-1220.0
23258,28.7,326.0,0.0572,327.0,562.0
6425,29.7,323.0,0.0815,325.0,512.0
10160,29.5,326.0,0.0456,327.0,-1330.0
4725,29.5,325.0,0.0797,326.0,-98.9
25077,29.7,325.0,0.0639,327.0,-943.0
4062,119.0,328.0,0.0224,330.0,339.0
22677,28.5,326.0,0.0645,327.0,2130.0
25046,28.7,326.0,0.102,327.0,-1510.0
17669,29.7,326.0,0.0767,327.0,-1010.0
7072,29.7,323.0,0.0283,324.0,-861.0
18074,27.7,326.0,0.0982,327.0,1970.0
14687,55.7,329.0,0.0478,330.0,42.0
18794,27.7,326.0,0.0657,327.0,-463.0
7813,29.7,322.0,0.107,323.0,-1560.0
14074,28.7,325.0,0.0207,327.0,-1220.0
11142,119.0,329.0,0.0214,330.0,-1960.0
21794,28.5,326.0,0.0785,327.0,-583.0
19516,28.7,326.0,0.106,327.0,1310.0
11527,29.5,325.0,0.053,327.0,-700.0
372,33.6,325.0,0.022,326.0,1450.0
16911,29.7,325.0,0.102,327.0,977.0
5979,29.7,324.0,0.076,325.0,-742.0
13382,28.5,325.0,0.0517,327.0,-1910.0
1952,119.0,332.0,2.79e-19,328.0,-1160.0
19465,27.7,325.0,0.0933,326.0,-1650.0
15244,29.7,325.0,0.0707,327.0,-71.8
9944,119.0,329.0,0.0212,330.0,-1960.0
21106,28.5,326.0,0.071,328.0,116.0
13158,29.5,325.0,0.0478,327.0,842.0
15513,28.7,326.0,0.0893,327.0,-414.0
3398,29.5,325.0,0.0918,326.0,513.0
10244,28.5,325.0,0.0761,327.0,5.21
3134,29.5,324.0,0.0665,326.0,924.0
24572,28.7,326.0,0.0576,327.0,418.0
1401,119.0,326.0,2.78e-19,324.0,905.0
10073,28.5,326.0,0.0554,327.0,709.0
7642,55.7,326.0,0.0497,328.0,-2050.0
12228,55.5,328.0,0.0373,330.0,-2060.0
10366,29.5,325.0,0.0501,327.0,693.0
12600,55.5,328.0,0.0389,329.0,-2100.0
3548,27.5,325.0,0.079,327.0,-8.14
7804,27.7,323.0,0.0663,324.0,-246.0
13326,27.5,325.0,0.0874,327.0,1960.0
16077,29.7,325.0,0.103,326.0,-579.0
17349,27.7,326.0,0.11,327.0,518.0
17629,35.4,326.0,0.0228,327.0,-742.0
5358,119.0,327.0,0.0223,328.0,-978.0
12633,29.5,326.0,0.114,327.0,1630.0
23544,29.7,326.0,0.114,327.0,1910.0
3003,28.5,325.0,0.0821,326.0,-430.0
9040,55.7,326.0,0.0557,327.0,-978.0
19770,29.7,325.0,0.0396,327.0,-700.0
1043,27.5,324.0,0.0472,326.0,745.0
463,28.5,325.0,0.1,326.0,1940.0
9551,119.0,326.0,0.0281,327.0,383.0
3849,27.5,325.0,0.0926,326.0,579.0
15224,119.0,329.0,0.0175,330.0,-2060.0
7353,119.0,326.0,0.0211,327.0,306.0
2424,34.7,325.0,0.0216,326.0,852.0
250,29.5,324.0,0.0857,325.0,803.0
23888,31.2,326.0,0.0267,327.0,-936.0
16944,28.7,326.0,0.0777,327.0,1540.0
11730,29.5,326.0,0.0591,327.0,-1940.0
18276,27.7,326.0,0.0852,327.0,64.7
9142,55.7,326.0,0.0541,327.0,-978.0
220,29.5,324.0,0.113,325.0,643.0
15393,27.7,326.0,0.0847,327.0,-1470.0
15948,33.9,326.0,0.0208,327.0,786.0
21504,29.5,326.0,0.11,328.0,607.0
14999,28.7,326.0,0.168,327.0,-1670.0
21370,28.5,326.0,0.0783,327.0,-1370.0
740,27.5,324.0,0.0921,326.0,-872.0
7735,28.7,323.0,0.132,323.0,-721.0
3935,27.5,325.0,0.0532,327.0,339.0
24136,29.7,325.0,0.0454,327.0,-1040.0
16933,29.7,325.0,0.0808,327.0,-1640.0
7606,27.7,323.0,0.111,323.0,1610.0
19752,119.0,329.0,0.0214,330.0,2150.0
3362,119.0,328.0,0.0205,329.0,339.0
17653,29.7,326.0,0.089,327.0,-1260.0
4383,29.5,324.0,0.0818,326.0,-93.3
13476,28.5,325.0,0.087,327.0,368.0
14854,55.7,329.0,0.0496,330.0,42.0
6349,31.6,323.0,0.0234,324.0,-1580.0
23619,27.7,326.0,0.105,327.0,637.0
14076,28.1,326.0,0.0187,327.0,-1210.0
10284,29.5,325.0,0.0742,327.0,-22.4
21515,37.9,326.0,0.0194,327.0,1740.0
18688,28.7,326.0,0.0763,327.0,-619.0
23275,27.7,326.0,0.0923,327.0,-82.6
17779,29.7,325.0,0.0569,327.0,-1500.0
11201,27.5,326.0,0.0726,327.0,-123.0
17832,29.7,326.0,0.0948,327.0,1720.0
5944,29.7,324.0,0.0256,325.0,160.0
14101,28.5,326.0,0.0896,327.0,-418.0
2647,119.0,332.0,2.79e-19,328.0,-1160.0
22202,29.5,326.0,0.065,327.0,1050.0
16143,27.7,326.0,0.0672,327.0,-2000.0
16862,28.7,326.0,0.0712,327.0,785.0
6066,55.7,326.0,0.0401,328.0,231.0
20555,59.5,326.0,0.11,329.0,-927.0
11204,27.5,326.0,0.0987,327.0,-107.0
5913,27.7,324.0,0.0954,325.0,-79.8
24159,28.7,325.0,0.052,327.0,1080.0
24506,28.7,326.0,0.0931,327.0,-1470.0
8876,55.7,326.0,0.0579,328.0,-978.0
24074,27.7,326.0,0.0829,327.0,1450.0
15452,27.7,326.0,0.0503,327.0,-735.0
12141,119.0,328.0,0.0255,329.0,136.0
9991,27.5,325.0,0.0875,327.0,-854.0
21418,28.5,326.0,0.101,327.0,-1830.0
13997,28.5,326.0,0.0779,327.0,1130.0
13545,29.5,325.0,0.0846,327.0,1200.0
6753,29.7,323.0,0.0351,326.0,-1120.0
11628,28.5,325.0,0.0866,326.0,-736.0
15906,28.7,326.0,0.107,327.0,295.0
24003,28.7,326.0,0.0579,327.0,840.0
4083,27.5,325.0,0.0579,327.0,93.2
24352,29.7,326.0,0.0932,327.0,881.0
2459,119.0,326.0,2.78e-19,325.0,905.0
9167,119.0,326.0,0.0191,328.0,383.0
483,28.5,325.0,0.0637,326.0,2050.0
23589,29.7,325.0,0.086,327.0,-895.0
11067,54.5,324.0,0.181,324.0,1450.0
3465,28.5,325.0,0.105,326.0,-776.0
18408,28.7,326.0,0.0678,327.0,-117.0
21192,27.5,326.0,0.0583,327.0,-1560.0
23264,28.7,326.0,0.106,327.0,594.0
15015,28.7,325.0,0.0485,327.0,-1420.0
16816,27.7,326.0,0.0715,327.0,-783.0
21262,27.5,326.0,0.0635,327.0,-1460.0
17885,33.7,326.0,0.0289,327.0,-1400.0
12428,28.5,325.0,0.054,327.0,1570.0
8047,119.0,326.0,0.0151,328.0,-2050.0
2550,119.0,332.0,2.79e-19,328.0,-1160.0
24809,27.7,326.0,0.0664,327.0,-344.0
18671,27.7,326.0,0.0452,327.0,-639.0
3177,55.5,328.0,0.0639,329.0,1550.0
16217,27.7,326.0,0.0935,327.0,-1030.0
6675,27.7,323.0,0.0996,324.0,260.0
14963,28.7,326.0,0.058,327.0,-505.0
23194,27.7,326.0,0.0615,328.0,-781.0
23257,28.7,326.0,0.0679,327.0,557.0
10183,28.5,325.0,0.0895,327.0,-1070.0
24244,29.7,326.0,0.129,327.0,2040.0
10081,48.9,325.0,0.0536,326.0,752.0
18058,29.7,325.0,0.0715,326.0,-1100.0
15406,28.7,325.0,0.0583,327.0,-180.0
16135,29.7,326.0,0.0836,327.0,1200.0
21483,28.5,326.0,0.0978,327.0,244.0
5385,28.7,323.0,0.0588,325.0,1520.0
2209,119.0,332.0,2.79e-19,328.0,-1160.0
23596,119.0,329.0,0.0156,330.0,455.0
6750,119.0,326.0,0.0223,327.0,306.0
1532,119.0,332.0,2.79e-19,328.0,-1160.0
5842,27.7,323.0,0.0854,324.0,-1390.0
10394,29.5,325.0,0.069,327.0,677.0
24310,28.7,326.0,0.0873,327.0,92.9
18713,55.7,329.0,0.0452,330.0,2140.0
12673,29.5,326.0,0.101,327.0,-1060.0
18444,27.7,326.0,0.0561,327.0,-122.0
15210,28.7,325.0,0.0908,327.0,-2140.0
21975,29.5,326.0,0.0825,327.0,1450.0
6728,119.0,327.0,0.0181,328.0,-1220.0
5419,28.7,324.0,0.086,325.0,1860.0
10723,27.5,326.0,0.0386,327.0,1690.0
15211,28.7,325.0,0.0927,327.0,-2140.0
8536,28.7,322.0,0.0424,324.0,-2060.0
2163,119.0,332.0,2.79e-19,328.0,-1160.0
10676,29.5,326.0,0.0924,327.0,9.62
24082,28.7,326.0,0.0987,327.0,2070.0
19580,29.7,326.0,0.0774,327.0,-1320.0
22418,27.5,326.0,0.0987,327.0,122.0
15443,27.7,326.0,0.0673,327.0,-1270.0
21976,27.5,326.0,0.0956,327.0,1690.0
5498,29.7,324.0,0.11,325.0,549.0
13770,27.5,326.0,0.0488,327.0,-483.0
17001,28.7,326.0,0.0456,327.0,-2100.0
12676,29.5,326.0,0.0677,327.0,-1040.0
11141,119.0,329.0,0.021,330.0,-1960.0
11612,27.5,326.0,0.0922,327.0,-1400.0
15519,28.7,326.0,0.0645,327.0,-382.0
16251,28.7,325.0,0.1,326.0,-660.0
20576,29.7,324.0,0.101,326.0,-832.0
18476,28.7,326.0,0.0635,327.0,-181.0
25053,119.0,329.0,0.0235,330.0,455.0
7415,71.2,325.0,0.108,326.0,306.0
2108,119.0,327.0,2.78e-19,325.0,905.0
22680,28.5,326.0,0.087,327.0,548.0
4476,29.5,325.0,0.0754,326.0,-366.0
11031,27.5,326.0,0.0662,327.0,-2000.0
23565,34.8,326.0,0.0265,327.0,-1000.0
24500,27.7,326.0,0.105,327.0,-376.0
14042,28.5,325.0,0.0608,327.0,-1530.0
3698,34.3,326.0,0.0252,327.0,-291.0
2847,39.0,325.0,0.0267,326.0,2110.0
17039,29.7,325.0,0.0733,327.0,1780.0
3841,119.0,328.0,0.0211,329.0,339.0
21732,41.2,326.0,0.0202,327.0,1710.0
8351,119.0,326.0,0.0219,327.0,-2050.0
3059,29.5,325.0,0.0538,326.0,1240.0
10627,27.5,325.0,0.1,327.0,-1130.0
17830,29.7,326.0,0.0838,327.0,1710.0
3850,27.5,325.0,0.0759,326.0,584.0
18425,29.7,326.0,0.0753,327.0,-1700.0
21361,27.5,326.0,0.0951,327.0,-966.0
9938,119.0,329.0,0.0212,330.0,-1960.0
78,29.5,324.0,0.0889,325.0,-116.0
16791,27.7,326.0,0.0165,327.0,-1300.0
10893,28.5,326.0,0.0679,327.0,-1460.0
11133,29.5,325.0,0.114,327.0,-1660.0
22687,28.5,326.0,0.109,327.0,586.0
21431,28.5,326.0,0.0842,327.0,-524.0
10616,28.5,325.0,0.109,327.0,-1200.0
21766,28.5,326.0,0.0983,327.0,2000.0
6433,27.7,323.0,0.0858,324.0,-1360.0
21130,27.5,326.0,0.0999,327.0,-6.15
6836,28.7,324.0,0.125,325.0,-402.0
11190,28.5,325.0,0.0598,327.0,2000.0
16323,27.7,325.0,0.0604,327.0,-601.0
11599,28.5,325.0,0.0741,327.0,133.0
16856,119.0,328.0,0.0191,329.0,42.0
23380,27.7,326.0,0.0977,327.0,-600.0
13319,29.5,326.0,0.0945,327.0,-927.0
8973,36.4,324.0,0.0225,325.0,1340.0
4093,28.3,325.0,0.0215,327.0,-232.0
3952,55.5,328.0,0.0688,329.0,1550.0
4366,119.0,328.0,0.02,329.0,339.0
13728,29.5,325.0,0.101,327.0,-1240.0
6612,30.7,327.0,0.0213,328.0,-1220.0
23145,28.7,325.0,0.109,327.0,877.0
19217,119.0,328.0,0.0227,330.0,2150.0
972,27.5,324.0,0.0928,325.0,366.0
15601,29.7,325.0,0.0599,327.0,-1880.0
19851,27.7,325.0,0.0964,327.0,-1380.0
7747,119.0,326.0,0.0298,328.0,-2050.0
21249,29.5,326.0,0.0418,327.0,57.7
22665,29.5,326.0,0.053,327.0,1640.0
19146,30.0,326.0,0.0268,327.0,-295.0
12376,29.5,326.0,0.0637,327.0,986.0
24546,29.7,326.0,0.0731,327.0,-532.0
3860,55.5,328.0,0.0456,329.0,1550.0
2662,119.0,332.0,2.79e-19,328.0,-1160.0
14058,29.5,326.0,0.0878,327.0,1630.0
15945,34.8,326.0,0.0183,327.0,770.0
6719,28.7,324.0,0.119,324.0,-172.0
10250,28.5,325.0,0.0709,327.0,37.2
1019,27.5,325.0,0.109,326.0,617.0
5351,27.7,324.0,0.0837,325.0,74.9
8395,28.7,323.0,0.0616,324.0,-1210.0
7819,53.6,322.0,0.0532,323.0,-1310.0
17491,27.7,325.0,0.106,327.0,582.0
3094,119.0,328.0,0.0399,329.0,339.0
12333,29.5,325.0,0.105,327.0,255.0
24289,27.7,326.0,0.0804,327.0,216.0
3890,29.5,325.0,0.0968,326.0,1360.0
4578,119.0,328.0,0.0185,329.0,-486.0
23115,27.7,326.0,0.107,327.0,-829.0
4598,119.0,327.0,0.0314,329.0,339.0
14640,81.0,327.0,0.103,329.0,-2060.0
3357,119.0,328.0,0.0213,330.0,339.0
24131,29.7,325.0,0.0641,327.0,-1070.0
17284,29.7,326.0,0.105,327.0,1100.0
19578,29.7,326.0,0.0919,327.0,-844.0
16262,36.0,326.0,0.0297,327.0,748.0
6671,27.7,323.0,0.135,325.0,132.0
17754,27.7,326.0,0.0493,327.0,1510.0
1373,119.0,333.0,2.79e-19,328.0,-1160.0
13321,29.5,326.0,0.0889,327.0,-917.0
18214,119.0,328.0,0.0234,330.0,42.0
19232,27.7,325.0,0.0539,327.0,-2080.0
5877,28.7,324.0,0.0543,325.0,2020.0
15910,28.7,326.0,0.0969,327.0,316.0
13897,27.5,325.0,0.0874,327.0,1770.0
6817,29.7,324.0,0.0359,326.0,-1130.0
16988,29.7,326.0,0.075,327.0,2000.0
13197,29.5,325.0,0.0713,327.0,309.0
9939,119.0,329.0,0.0212,330.0,-1960.0
16021,108.0,327.0,0.11,329.0,-2060.0
2875,29.5,324.0,0.0907,326.0,1990.0
8690,27.7,323.0,0.0654,324.0,-1610.0
14868,27.7,325.0,0.0648,327.0,-660.0
8101,28.7,323.0,0.14,325.0,-839.0
14618,27.7,326.0,0.104,327.0,1160.0
3490,27.5,325.0,0.0934,326.0,221.0
4076,29.5,325.0,0.0722,327.0,1430.0
13868,28.5,325.0,0.0971,327.0,459.0
5980,29.7,323.0,0.102,325.0,-737.0
7885,29.7,322.0,0.0961,324.0,-1500.0
18445,27.7,326.0,0.0641,327.0,-117.0
12191,29.5,325.0,0.0815,327.0,213.0
16870,27.7,326.0,0.112,327.0,-874.0
4648,29.5,325.0,0.106,326.0,-302.0
23466,27.7,326.0,0.0705,327.0,136.0
5835,28.7,324.0,0.13,325.0,1090.0
2584,119.0,326.0,2.78e-19,324.0,905.0
8312,27.7,323.0,0.11,324.0,-193.0
24275,51.4,325.0,0.0696,326.0,-1780.0
13406,55.5,328.0,0.0405,330.0,-2060.0
15383,29.7,326.0,0.111,327.0,1010.0
24471,27.7,326.0,0.0854,327.0,-104.0
6458,28.7,323.0,0.102,325.0,-2100.0
12127,55.5,329.0,0.0412,330.0,-2060.0
19281,28.7,326.0,0.068,327.0,-1.44
1033,27.5,324.0,0.0783,326.0,691.0
1260,119.0,332.0,2.79e-19,328.0,-1160.0
17228,27.7,326.0,0.068,327.0,459.0
7277,28.7,322.0,0.0767,324.0,1330.0
11442,27.5,326.0,0.0741,327.0,1100.0
14094,27.5,325.0,0.0621,327.0,1050.0
2155,119.0,327.0,2.78e-19,325.0,905.0
19484,28.7,325.0,0.057,327.0,1190.0
21497,28.5,326.0,0.0494,327.0,-599.0
7993,29.7,323.0,0.0313,324.0,-1920.0
1280,119.0,326.0,2.78e-19,324.0,905.0
8608,55.7,326.0,0.0538,327.0,-978.0
19188,27.7,325.0,0.102,326.0,1760.0
20447,119.0,329.0,0.0184,330.0,-273.0
16064,119.0,329.0,0.0294,330.0,-2060.0
6238,27.7,324.0,0.0929,325.0,-234.0
10636,27.5,326.0,0.0615,328.0,-1840.0
2918,119.0,328.0,0.0175,329.0,339.0
4104,27.5,325.0,0.0443,327.0,1170.0
17008,40.4,326.0,0.138,328.0,42.0
17030,27.7,326.0,0.0958,327.0,-330.0
5464,29.7,323.0,0.0486,325.0,-662.0
6432,27.7,324.0,0.0963,325.0,-1370.0
3891,29.5,325.0,0.12,326.0,1360.0
14645,119.0,329.0,0.0242,330.0,-2060.0
24019,29.7,326.0,0.102,327.0,1380.0
18582,29.7,326.0,0.0978,327.0,1500.0
3403,28.5,325.0,0.0999,327.0,-1870.0
15341,28.7,325.0,0.0765,327.0,1910.0
2886,28.5,325.0,0.117,326.0,-1930.0
22051,29.5,326.0,0.0766,327.0,559.0
19274,28.7,326.0,0.0914,327.0,-151.0
3580,119.0,328.0,0.0247,329.0,339.0
12398,28.5,326.0,0.0756,327.0,-76.3
1371,119.0,327.0,2.78e-19,325.0,905.0
10849,29.5,326.0,0.097,327.0,-1070.0
4537,119.0,327.0,0.0181,329.0,-486.0
10759,54.5,326.0,0.079,327.0,1440.0
24196,55.7,328.0,0.0541,330.0,-1720.0
2488,119.0,327.0,2.78e-19,325.0,905.0
22061,27.5,326.0,0.0599,328.0,1550.0
6856,102.0,326.0,0.0388,327.0,306.0
24375,29.7,326.0,0.111,327.0,630.0
12425,28.5,325.0,0.0709,326.0,1560.0
6253,28.7,323.0,0.093,325.0,2080.0
2503,119.0,327.0,2.78e-19,325.0,905.0
16346,55.7,329.0,0.0474,330.0,42.0
18241,29.7,325.0,0.09,327.0,-1920.0
19348,54.7,326.0,0.0845,327.0,-401.0
21345,55.5,329.0,0.067,330.0,351.0
19475,55.7,328.0,0.0388,329.0,-927.0
8349,119.0,326.0,0.0211,327.0,-2050.0
16091,55.7,328.0,0.0511,330.0,41.8
10613,28.5,325.0,0.069,327.0,-1220.0
1387,119.0,332.0,2.79e-19,328.0,-1160.0
5587,119.0,326.0,0.0201,328.0,-978.0
24234,27.7,326.0,0.0916,327.0,-1990.0
18097,28.7,326.0,0.083,327.0,1480.0
2596,28.5,324.0,0.135,325.0,1120.0
12351,29.5,326.0,0.112,327.0,2110.0
7716,36.8,323.0,0.0223,325.0,-444.0
5333,29.7,324.0,0.0733,325.0,709.0
12297,29.5,326.0,0.0654,327.0,1530.0
22588,28.5,326.0,0.0753,327.0,-433.0
7896,28.7,322.0,0.122,324.0,-833.0
12437,119.0,328.0,0.0152,329.0,136.0
14581,29.7,325.0,0.101,326.0,-126.0
15974,28.7,326.0,0.077,327.0,-361.0
15062,29.7,325.0,0.0536,327.0,-1240.0
19968,28.7,325.0,0.0468,327.0,351.0
16802,46.4,326.0,0.0227,327.0,-827.0
2451,119.0,327.0,2.78e-19,325.0,905.0
24822,40.4,326.0,0.0307,328.0,-403.0
23627,27.7,326.0,0.115,327.0,-1940.0
6783,29.7,323.0,0.0293,325.0,-780.0
6028,29.7,323.0,0.0559,325.0,384.0
17752,27.7,326.0,0.0486,327.0,1500.0
18324,29.7,326.0,0.0525,327.0,1200.0
11701,28.5,325.0,0.0695,327.0,85.2
2846,39.5,325.0,0.0207,326.0,2100.0
4069,119.0,328.0,0.0186,329.0,339.0
12360,29.5,326.0,0.104,327.0,-2140.0
18013,29.7,326.0,0.0523,327.0,1660.0
11096,28.5,325.0,0.0975,326.0,-320.0
23893,29.7,326.0,0.0355,327.0,-909.0
15034,28.7,325.0,0.0719,327.0,-1980.0
16126,28.7,326.0,0.102,327.0,2000.0
2426,30.7,325.0,0.0183,326.0,863.0
14097,27.5,325.0,0.0986,327.0,1070.0
13523,29.5,326.0,0.0706,327.0,-992.0
19795,55.7,328.0,0.0387,330.0,-927.0
8048,28.7,322.0,0.0736,324.0,-1110.0
19931,55.7,328.0,0.0395,329.0,-927.0
714,36.3,325.0,0.0207,326.0,-1010.0
24252,27.7,326.0,0.0678,327.0,1270.0
5987,28.7,324.0,0.0682,325.0,1520.0
24068,29.7,325.0,0.0573,327.0,-1620.0
19509,28.7,326.0,0.0834,327.0,1270.0
16282,27.7,325.0,0.0747,327.0,-2040.0
275,29.5,324.0,0.0876,325.0,937.0
9508,55.7,326.0,0.0487,328.0,-978.0
23203,27.7,326.0,0.0531,327.0,-733.0
17844,28.7,326.0,0.101,327.0,1100.0
7357,119.0,326.0,0.0183,328.0,306.0
21223,28.5,326.0,0.0707,328.0,-1250.0
12641,29.5,325.0,0.0911,327.0,1670.0
17115,27.7,326.0,0.106,327.0,1150.0
21109,28.5,326.0,0.101,327.0,132.0
563,28.5,324.0,0.0827,325.0,-1820.0
15530,28.7,325.0,0.0626,327.0,108.0
3019,28.5,325.0,0.044,327.0,-723.0
8032,27.7,323.0,0.137,324.0,79.1
23371,28.7,326.0,0.0606,327.0,-1670.0
21334,28.5,326.0,0.0574,327.0,922.0
2597,28.5,324.0,0.113,325.0,1130.0
19461,27.7,325.0,0.109,326.0,-1670.0
